model,task,method,feature,noise_percentage,mean,std,n,sem,ci_half,ci_low,ci_high
cnn_lstm,binary,noise,Fwd Seg Size Min,75.0,0.9148369985292311,0.010164987216878798,20,0.002272960240735739,0.004757360458573602,0.9100796380706575,0.9195943589878046
cnn_lstm,binary,noise,Idle Mean,5.0,0.9315429298968724,0.003591806728479721,20,0.0008031524006921786,0.0016810172940045101,0.9298619126028679,0.9332239471908769
cnn_lstm,binary,noise,Idle Mean,10.0,0.9291898827817435,0.006512767110395208,20,0.001456298998046856,0.0030480688333227885,0.9261418139484208,0.9322379516150663
cnn_lstm,binary,noise,Idle Mean,20.0,0.9295052914409163,0.005156570045570838,20,0.0011530441152635582,0.002413349069040574,0.9270919423718758,0.9319186405099569
cnn_lstm,binary,noise,Idle Mean,35.0,0.9290982906147789,0.0057801024298848366,20,0.0012924701950134205,0.002705171207768887,0.92639311940701,0.9318034618225478
cnn_lstm,binary,noise,Idle Mean,50.0,0.9305445434423676,0.0052818861302925514,20,0.0011810656436747455,0.002471998802046475,0.9280725446403211,0.9330165422444141
cnn_lstm,binary,noise,Idle Mean,75.0,0.931856181970802,0.0037572830074531238,20,0.0008401540215370034,0.0017584625764848244,0.9300977193943172,0.9336146445472868
cnn_lstm,binary,noise,Init Fwd Win Byts,5.0,0.9312743222902682,0.004244413414581911,20,0.0009490796919617151,0.0019864466248262977,0.9292878756654419,0.9332607689150945
cnn_lstm,binary,noise,Init Fwd Win Byts,10.0,0.9299524032010253,0.0040435179046189994,20,0.0009041580902965594,0.0018924246319785784,0.9280599785690468,0.9318448278330039
cnn_lstm,binary,noise,Init Fwd Win Byts,20.0,0.9309736007493905,0.00422885024952549,20,0.0009455996624605943,0.0019791628393704013,0.9289944379100201,0.9329527635887609
cnn_lstm,binary,noise,Init Fwd Win Byts,35.0,0.9325243363694877,0.002884153908908166,20,0.0006449164197890395,0.0013498255797013464,0.9311745107897864,0.933874161949189
cnn_lstm,binary,noise,Init Fwd Win Byts,50.0,0.9297894780864437,0.006555587300717275,20,0.001465873883683818,0.0030681092992791586,0.9267213687871646,0.9328575873857229
cnn_lstm,binary,noise,Init Fwd Win Byts,75.0,0.9259112379014998,0.007028554075498842,20,0.0015716324696348598,0.003289464563634897,0.9226217733378649,0.9292007024651346
cnn_lstm,binary,noise,PSH Flag Cnt,5.0,0.9299006740919517,0.0037328729017536808,20,0.0008346957559688124,0.001747038295355252,0.9281536357965964,0.9316477123873069
cnn_lstm,binary,noise,PSH Flag Cnt,10.0,0.9304037884030375,0.002871558840872187,20,0.0006421000769580711,0.001343930906410669,0.9290598574966268,0.9317477193094482
cnn_lstm,binary,noise,PSH Flag Cnt,20.0,0.9286559574077675,0.00448593027508163,20,0.0010030845037406855,0.002099479994933476,0.9265564774128341,0.930755437402701
cnn_lstm,binary,noise,PSH Flag Cnt,35.0,0.9301008528307569,0.0036107321302090247,20,0.0008073842491690001,0.0016898746546611088,0.9284109781760959,0.931790727485418
